P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,P23,Q0,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,Theta0,Theta1,Theta2,Theta3,Theta4,Theta5,Theta6,Theta7,Theta8,Theta9,Theta10,Theta11,Theta12,Theta13,Theta14,Theta15,Theta16,Theta17,Theta18,Theta19,Theta20,Theta21,Theta22,Theta23
-0.12726033,-0.1128754,1.6105442,0.67061496,0.64101326,1.1287009,0.4254522,1.3847079,1.6671968,1.9174292,3.428936e-09,0.0,0.050052017,1.5544136,1.1426265,-0.7392567,0.0,-1.2060852,1.7569019,1.2117859,-4.0,-2.9999998,-6.6,0.0,-0.36143348,-0.27861005,0.33083963,0.14840426,0.13581179,1.2584506,-0.3870071,0.32641825,0.35999095,0.38162675,0.0,0.0,0.1621963,-1.3313348,0.030751914,-0.61306643,0.0,-0.016224906,0.31920394,0.2404422,-0.08223829,0.38521194,-0.66095006,7.749796e-10,1.0498129,1.0497811,0.9717366,0.9882065,1.0211195,1.0124344,0.97149175,0.95,0.97145295,1.0168312,1.0222037,1.0122502,1.02,1.05,1.0375757,1.0448545,1.0476147,1.0499998,1.040552,1.0448475,1.05,1.0499998,1.05,1.0072799,-13.851841,-14.039523,-7.5259967,-14.063858,-14.751664,-15.916327,-22.763092,-20.764076,-10.19647,-12.691274,-3.0263946,-2.764424,4.1989088e-09,2.1345887,11.437517,10.41827,15.235081,16.806812,8.946228,9.485446,17.369064,23.070606,10.429305,4.6755548
-0.32061684,-0.5017406,1.5494429,0.6080464,0.63541603,1.1069723,0.30615303,1.6007946,1.5656338,1.6278017,5.2267315e-09,5.981445e-09,0.4458764,1.6146371,1.3728163,-0.6426495,0.0,-0.76145095,1.6662178,1.1221689,-3.9999995,-2.9999983,-6.5670414,0.0,-0.38739312,-0.29934734,0.36834463,0.14999484,0.122724414,1.2785791,-0.38492537,0.31455207,0.3128106,0.34689748,0.0,0.0,0.16503762,-1.3173916,0.07603732,-0.6177358,5.2260756e-09,-0.011663228,0.31142524,0.20800182,-0.15891562,0.38401884,-0.6289165,1.14930865e-08,1.0488538,1.0492394,0.966931,0.98811287,1.0227841,1.0104764,0.9695333,0.95,0.97308534,1.0179116,1.022508,1.0126148,1.02,1.05,1.0360342,1.0444233,1.0474801,1.05,1.0407622,1.045272,1.05,1.05,1.05,1.0036871,-10.19461,-10.292414,-6.221685,-11.4521055,-11.961795,-13.521491,-21.106863,-19.562311,-8.858421,-10.849945,-2.5738845,-2.133883,0.0,1.9694076,10.639943,9.767053,14.204112,15.592614,8.619597,9.365324,16.330685,22.039713,10.4076,4.5737576
-0.5911609,-0.57400113,1.5966417,0.7267436,0.6207304,1.3361902,0.19529991,1.6254352,1.5048978,1.6375526,7.591516e-09,6.430179e-09,0.36449555,1.6762656,1.4393964,-0.61385477,0.0,-0.9267018,1.7449787,1.2597015,-4.0,-2.9999998,-6.5962043,8.3580615e-10,-0.2966438,-0.19198528,0.35135904,0.13196929,0.13154183,1.2597537,-0.36356857,0.2822328,0.33016887,0.35650072,5.231172e-09,2.759397e-09,0.19522883,-1.3443401,0.032136105,-0.61265826,0.0,-0.02929707,0.35208628,0.23441947,-0.09838347,0.38385814,-0.66214293,0.0,1.0407155,1.0409526,0.96749145,0.9866126,1.0161626,1.0079031,0.9659343,0.95000064,0.9720276,1.0155871,1.0225832,1.0123748,1.02,1.05,1.0370985,1.044432,1.0474825,1.05,1.0396252,1.04455,1.05,1.05,1.05,1.0058482,-9.39114,-9.661238,-6.1906424,-11.426868,-11.565178,-13.9928665,-20.257864,-19.121536,-8.756581,-10.905463,-2.6260805,-2.1600149,2.7590097e-09,1.7736447,10.463662,9.590478,14.115685,15.596223,8.3281355,9.05118,16.300524,21.940716,10.159635,4.490427
-0.4493121,-0.4775942,1.6058474,0.7341239,0.62236965,1.1760943,0.3492406,1.4581859,1.7017114,1.9253336,4.493654e-09,2.0607709e-09,0.29921603,1.7126565,0.9997562,-0.71535313,0.0,-0.7647544,1.5649595,1.253521,-4.0,-3.0,-6.592878,2.4375318e-10,-0.35640275,-0.25764155,0.3137359,0.1411111,0.11989489,1.2636824,-0.37185502,0.3119908,0.31305248,0.32972515,0.0,3.2499432e-09,0.2738381,-1.2500192,-0.008031182,-0.62535506,1.2647897e-08,-0.001184307,0.3162505,0.25237516,-0.032532558,0.38635013,-0.6378482,7.594794e-09,1.0498562,1.0498202,0.9755443,0.9914722,1.0251906,1.0168889,0.9673595,0.9500202,0.97594047,1.0219256,1.02407,1.0153612,1.02,1.05,1.0386842,1.0454152,1.0477563,1.05,1.0408586,1.0448488,1.05,1.05,1.05,1.0097983,-10.7108555,-10.905273,-6.494624,-12.46712,-12.576922,-14.509382,-21.527668,-19.833673,-9.453757,-11.677524,-2.764786,-2.375749,0.0,2.049858,11.352295,10.286093,14.767497,16.249207,9.027826,9.5646305,16.986887,22.670948,10.538768,4.9831295
-0.24253583,-0.4924264,1.586078,0.64686066,0.6488959,1.1681069,0.24290858,1.5937698,1.4923767,1.8416433,9.861827e-09,0.0,0.54769516,1.580095,1.0577377,-0.6654646,5.555868e-09,-1.1159139,1.4685807,1.2297232,-4.0,-2.9999998,-6.183835,5.563855e-09,-0.34896284,-0.267649,0.3349152,0.13047832,0.12843275,1.2822031,-0.3780362,0.33015975,0.32971743,0.3269502,1.2281537e-09,0.0,0.20681114,-1.2562311,0.008456919,-0.620981,2.7987064e-09,-0.016696136,0.31918573,0.20867795,-0.030461147,0.38844278,-0.60038626,6.615877e-09,1.0497185,1.05,0.9728816,0.9922677,1.0230895,1.0118419,0.9703747,0.95001894,0.97469515,1.0198302,1.0235578,1.0141841,1.02,1.05,1.0385249,1.0456032,1.047949,1.05,1.0412445,1.0454432,1.05,1.05,1.05,1.0085877,-10.749707,-10.873648,-5.821706,-11.704481,-12.45437,-14.134657,-20.624756,-19.316282,-8.6839075,-11.25645,-2.3027616,-2.1594088,4.5524837e-09,2.806295,12.186228,11.05438,15.808598,17.361305,9.546075,9.693109,18.059052,23.713295,10.510294,5.713707
-0.33087683,-0.45389855,1.7675229,0.6538806,0.6758493,1.1086432,0.16905615,1.6494348,1.4937935,1.6523235,6.5231918e-09,5.7771206e-09,0.107991174,1.6076161,1.4585562,-0.66236734,1.1198222e-09,-1.0282536,1.5607351,1.2138852,-4.0,-2.9999998,-6.2144995,3.5321712e-10,-0.33354837,-0.23296879,0.31184214,0.13061069,0.116881326,1.2612183,-0.35820478,0.31134105,0.2916951,0.33169866,3.964871e-09,3.761649e-09,0.33343,-1.2171957,0.005764734,-0.6030128,9.192407e-09,-0.02007127,0.35490203,0.24699363,-0.024952382,0.3860434,-0.6292496,8.789569e-09,1.0492798,1.0493752,0.9771503,0.9941107,1.025741,1.0178382,0.96628803,0.95000887,0.9781019,1.0226027,1.0249453,1.0162132,1.02,1.05,1.0387731,1.04512,1.0477147,1.0499998,1.0398837,1.0445259,1.05,1.0499997,1.05,1.0113765,-11.107471,-11.229893,-7.30556,-12.194738,-12.696088,-14.034897,-20.461597,-19.474064,-9.244718,-11.256758,-2.7857428,-2.433587,2.1549165e-09,1.7491248,10.3754015,9.522123,14.125458,15.630986,8.257969,8.756971,16.280617,21.940699,9.716881,4.0568404
-0.2875448,-0.3680119,1.6160599,0.7383733,0.68256646,1.1249659,0.31661612,1.3997475,1.5502464,1.8888408,0.0,0.0,0.31959945,1.7351843,1.3547583,-0.70962715,7.457674e-09,-0.93231136,1.521597,1.0451784,-4.0,-2.9999995,-6.5733504,0.0,-0.32406804,-0.27512226,0.34586906,0.14739454,0.11918897,1.2676365,-0.35244676,0.28223464,0.33171448,0.3909753,4.2771995e-09,1.8799902e-09,0.18046157,-1.3163592,0.056482635,-0.60269624,0.0,-0.017535508,0.3270028,0.24508756,-0.11333647,0.38348114,-0.66477907,0.0,1.0497937,1.0499328,0.97063416,0.98916566,1.0224314,1.0104375,0.965219,0.95000553,0.9729906,1.0165205,1.0227518,1.01288,1.02,1.0499998,1.0369146,1.0444211,1.047448,1.0499998,1.0401249,1.0446218,1.05,1.0499997,1.05,1.007116,-11.654716,-11.807989,-6.884817,-12.900487,-13.362301,-14.767877,-21.188519,-19.58084,-9.410741,-11.873936,-2.820673,-2.3489723,2.4795532e-10,1.9054384,11.029633,10.163621,14.687177,16.166506,9.12176,9.770554,16.849285,22.53738,10.712116,4.6652694
-0.32385367,-0.32307243,1.677661,0.67113936,0.58552223,1.1627712,0.32454538,1.5218467,1.724533,1.6218804,1.1389166e-08,0.0,0.16866526,1.6562285,1.425344,-0.70013,0.0,-1.3306694,1.4794215,1.2588383,-3.9999998,-2.9999993,-6.192313,2.9220582e-09,-0.35835218,-0.27984983,0.31345412,0.13721824,0.13260818,1.2794629,-0.37259066,0.32193515,0.31266809,0.35848975,0.0,0.0,0.24211417,-1.25407,-0.024874507,-0.6084586,1.0863811e-08,-0.016111024,0.30630803,0.23846208,0.014224783,0.38925573,-0.6130293,0.0,1.0499066,1.049596,0.97636735,0.9920942,1.0218712,1.0105233,0.96954834,0.95,0.97552043,1.0179334,1.0232097,1.0139673,1.02,1.0499998,1.0395296,1.0459218,1.0480348,1.0499992,1.0415056,1.0451941,1.0499998,1.0499978,1.05,1.0110091,-11.382908,-11.692902,-7.003975,-12.751076,-12.792261,-14.402328,-21.541122,-19.946293,-9.635386,-11.419449,-2.7455344,-2.476954,2.8800666e-09,2.076501,11.169629,10.250932,15.101518,16.705553,8.840799,9.136025,17.252918,22.958847,9.988843,4.703369
-0.22742826,-0.43479127,1.5030943,0.6370994,0.5890091,1.2225761,0.3729819,1.4702543,1.7039044,1.7837856,2.4582445e-09,0.0,0.16809835,1.6871636,0.9880368,-0.64747554,0.0,-0.798648,1.5394841,1.1614827,-4.0,-2.9999998,-6.2991085,0.0,-0.21895131,-0.070848286,0.31288385,0.14091791,0.11732962,1.2290342,-0.39646646,0.28357708,0.30447876,0.33243018,8.801251e-09,9.961218e-09,-0.015154958,-1.4307264,-0.0004234761,-0.61894685,4.253149e-09,-0.03507718,0.36828977,0.22725692,-0.13221763,0.38210234,-0.7486908,2.1030904e-09,1.0062735,1.0057406,0.95853543,0.9643864,0.994854,0.99085766,0.9709668,0.9501735,0.96512026,1.0053293,1.0184193,1.0076717,1.02,1.0499982,1.0362872,1.0440316,1.0473115,1.0499997,1.0391076,1.0444831,1.0499998,1.0499996,1.0499997,1.0004826,-11.426884,-11.539297,-6.407743,-12.480302,-12.852034,-14.778336,-21.848362,-20.065632,-9.485586,-11.733319,-2.8228714,-2.484325,0.0,1.9533075,11.224226,10.138708,14.673992,16.119213,8.811741,9.238584,16.853659,22.54548,10.155696,4.89162
-0.49722782,-0.5758257,1.6829404,0.62719357,0.69046533,1.2473373,0.34243873,1.4681295,1.6938151,1.8801028,0.0,0.0,0.24391808,1.921902,1.4385931,-0.7063422,0.0,-1.1450895,1.5011212,1.1660957,-4.0,-2.9999998,-6.5856013,5.544126e-10,-0.17461802,-0.08507925,0.31661606,0.14331335,0.13243982,1.2467333,-0.39117086,0.2931721,0.29415286,0.39022568,1.30106805e-08,2.3521483e-09,0.06451851,-1.3727032,0.07189635,-0.6339322,0.0,-0.016407035,0.35801482,0.23723559,-0.12859613,0.38296533,-0.7049212,2.6885867e-09,1.0239894,1.0236762,0.9666713,0.9760814,1.0031254,0.99571306,0.97040474,0.9501004,0.97027314,1.0074791,1.0210377,1.0108687,1.02,1.0499948,1.0365851,1.0443356,1.0473982,1.0499991,1.0394715,1.0444658,1.0499996,1.0499986,1.0499994,1.006174,-10.468546,-10.612412,-6.791982,-12.000552,-12.60853,-14.604219,-21.501146,-19.869448,-9.427091,-11.708599,-2.9272304,-2.3840938,0.0,1.5915444,10.963165,10.028379,14.741056,16.315895,8.96808,9.561617,16.91428,22.582573,10.539154,4.619621
-0.26075512,-0.42248088,1.5649636,0.6187855,0.63737345,1.3362762,0.4183293,1.4311193,1.4567034,1.7756143,5.3367017e-09,1.9134878e-09,0.18683124,1.8753169,1.0802816,-0.6484029,3.971219e-09,-1.2788182,1.5606275,1.1853846,-3.9999998,-2.9999995,-6.1409855,2.0667612e-09,-0.31225273,-0.2302925,0.36546853,0.12917195,0.13307194,1.2857271,-0.35981777,0.3307586,0.34271017,0.3911763,2.3714006e-09,6.6940484e-09,0.1339625,-1.2997558,0.039025024,-0.63887715,8.1130863e-10,-0.018512564,0.31644353,0.23698135,-0.06244956,0.38811964,-0.6366962,4.1825174e-09,1.0490952,1.0493253,0.9688267,0.99146026,1.0193646,1.0046449,0.9717272,0.95,0.9726479,1.0140853,1.0227544,1.0127428,1.02,1.05,1.037816,1.0454341,1.0478989,1.05,1.0410001,1.0450293,1.05,1.05,1.05,1.0071875,-11.479624,-11.575976,-6.2728653,-12.172363,-13.043983,-15.169056,-21.909994,-19.931255,-9.049232,-11.827488,-2.7684395,-2.4304857,0.0,1.9370246,11.656655,10.477576,15.37103,16.998001,8.956792,9.2559805,17.60411,23.247704,10.07131,5.232349
-0.3833366,-0.4860174,1.5857105,0.7260029,0.6718316,1.1304005,0.2517359,1.6059874,1.4984691,1.8118684,6.097138e-09,7.708103e-09,0.13120867,1.6269548,1.2917384,-0.6574828,0.0,-0.77672386,1.5246574,1.2609115,-4.0,-3.0,-6.3874707,0.0,-0.33212623,-0.29045093,0.36947143,0.14643122,0.12080978,1.2889946,-0.3621404,0.30580208,0.33011502,0.38542646,1.1651516e-08,2.5234221e-09,0.14419596,-1.3165928,0.06085165,-0.61582834,5.4085253e-10,-0.019506741,0.3325932,0.24049087,-0.12726559,0.38413775,-0.67000234,1.9238293e-09,1.0492251,1.0494119,0.9673773,0.98862946,1.0211822,1.0049486,0.9688344,0.95,0.97224337,1.0145997,1.022186,1.0122008,1.02,1.0499997,1.0365751,1.0444483,1.0474994,1.0499998,1.0400633,1.0446502,1.05,1.05,1.05,1.0051495,-10.881777,-11.113666,-6.7129545,-12.326531,-12.750038,-14.305449,-21.194283,-19.861015,-9.234951,-11.557374,-2.8343596,-2.4421139,0.0,1.7369261,10.4870825,9.563217,14.021041,15.43575,8.383517,8.943462,16.208637,21.874365,9.94042,4.315085
-0.3206988,-0.25658,1.6128685,0.61071384,0.70999855,1.1393672,0.2791286,1.6439755,1.4306346,1.5915773,4.8304796e-09,2.4852156e-10,0.11893658,1.661057,1.1864884,-0.6916766,0.0,-0.8267249,1.493518,1.1121938,-3.9999998,-2.9999993,-6.0784593,0.0,-0.37517267,-0.25801674,0.34479576,0.12319992,0.12544829,1.2722464,-0.36634862,0.34288785,0.3434324,0.35787615,5.0253273e-09,0.0,0.19477578,-1.3374635,-0.0009733066,-0.6375362,3.588736e-09,-0.0013558976,0.35993704,0.22253612,-0.10603541,0.38163087,-0.68319285,7.066399e-09,1.049433,1.05,0.97025543,0.99258506,1.0228398,1.0122517,0.97204226,0.9500008,0.9735135,1.0184456,1.0229608,1.0137793,1.02,1.0499998,1.0372701,1.0443636,1.0472752,1.05,1.0395498,1.0447142,1.05,1.0499995,1.05,1.0058465,-11.618982,-11.823551,-6.8302827,-12.3456545,-13.238915,-14.446648,-21.585178,-20.13311,-9.178672,-11.495413,-2.7869797,-2.4582896,0.0,1.8325403,10.768161,9.785655,14.307195,15.743561,8.507947,8.937803,16.478277,22.153185,9.793157,4.4655147
-0.37093776,-0.54586065,1.5504429,0.6980986,0.57524407,1.126975,0.08489381,1.6858273,1.6505442,1.8949392,0.0,8.13365e-09,0.24083541,1.7593145,1.2091826,-0.68494385,3.5059453e-10,-0.68160737,1.5479848,1.1997685,-3.9999998,-2.9999988,-6.4979467,0.0,-0.33465305,-0.28776795,0.30934745,0.13421267,0.12039119,1.2878647,-0.3706356,0.31378895,0.33376005,0.3804718,1.4585256e-09,0.0,0.18362011,-1.2731769,0.032761402,-0.63091,0.0,-0.020687621,0.36468577,0.21327725,-0.029788211,0.38829997,-0.6336726,0.0,1.0497863,1.0499278,0.97614914,0.9917314,1.0220222,1.0067085,0.9693661,0.9500003,0.9742998,1.0157068,1.0226569,1.0128462,1.02,1.05,1.0385743,1.0454909,1.0479357,1.05,1.0401522,1.0449717,1.05,1.0499998,1.05,1.0109556,-10.361813,-10.539898,-6.3554697,-11.962198,-12.130384,-13.991337,-19.928883,-19.250916,-9.168077,-11.326449,-2.8122332,-2.3220015,5.119115e-09,1.659745,10.608658,9.702111,14.070162,15.499321,8.559065,9.205592,16.271368,21.911057,10.241304,4.529602
0.058742166,-0.109820485,1.7216139,0.67641675,0.63822174,1.1144679,0.27577075,1.4140737,1.479495,1.6708539,6.6918133e-09,0.0,0.055949166,1.5580786,1.2847018,-0.6276038,8.2156655e-09,-0.85530776,1.6122053,1.0417709,-4.0,-2.9999998,-6.6,0.0,-0.28506243,-0.22428493,0.33568165,0.14328751,0.1178136,1.2722692,-0.37749034,0.33597612,0.35285473,0.33462512,5.994767e-09,0.0,0.21046309,-1.2853012,0.0084530935,-0.6293213,4.8760773e-09,-0.020195058,0.33191192,0.24571426,-0.02927138,0.3872237,-0.6374554,1.0014832e-08,1.0494725,1.0498563,0.9728101,0.98963755,1.0245448,1.0135471,0.9711835,0.95002055,0.9733542,1.0202208,1.0242258,1.0145704,1.02,1.05,1.0385672,1.0453736,1.0478344,1.0499998,1.0405786,1.0447623,1.05,1.0499998,1.05,1.0093293,-13.994823,-14.184123,-8.203336,-14.099433,-14.763485,-15.662504,-21.347075,-19.915995,-10.018334,-12.343431,-3.0518582,-2.6315162,3.274411e-09,1.7419546,10.484663,9.641564,14.100812,15.620866,8.623781,9.367794,16.298666,21.971027,10.355724,3.8874547
-0.36528414,-0.41864824,1.7218978,0.68012345,0.6517015,1.1361487,0.23505218,1.6460363,1.4993559,1.628517,3.6622285e-09,3.813386e-09,0.22557661,1.864586,1.0222077,-0.6459629,2.7222038e-09,-1.2455556,1.7302704,1.1927979,-3.9999998,-2.9999983,-6.171451,6.943822e-09,-0.33435008,-0.2560814,0.35702053,0.13629968,0.13955764,1.2848163,-0.37674943,0.30926755,0.29182434,0.34288326,4.5140385e-09,0.0,0.23384608,-1.2638476,0.015663095,-0.6274693,9.071529e-10,-0.027781438,0.36057156,0.24586295,-0.052052453,0.3868182,-0.6522489,7.482171e-10,1.0485779,1.0487654,0.970744,0.9916934,1.0205133,1.0090598,0.968176,0.95,0.9757846,1.0178314,1.0236804,1.014118,1.02,1.05,1.0380466,1.0450989,1.0477773,1.0499998,1.0397757,1.0444688,1.05,1.0499998,1.05,1.0077677,-10.886461,-11.039824,-6.657384,-12.141251,-12.495483,-14.044018,-20.99944,-19.732918,-9.103063,-11.187162,-2.7024112,-2.349799,2.7864278e-09,1.8874012,11.47046,10.286049,15.170805,16.77011,8.682831,9.06869,17.402843,23.045637,9.934573,5.0061507
-0.38215637,-0.42156708,1.6677616,0.69693226,0.684392,1.1405503,0.17249776,1.6117043,1.6494825,1.7088122,1.06770095e-08,1.4807582e-09,0.32354861,1.646159,0.99522686,-0.7353347,2.5536715e-09,-0.71762985,1.448052,1.1933427,-4.0,-2.9999998,-6.257052,0.0,-0.3468206,-0.27824482,0.31031933,0.13773555,0.121953264,1.2910922,-0.3903247,0.33723366,0.35207587,0.33222327,7.0255995e-10,5.2743254e-09,0.16044001,-1.3575159,-0.020426456,-0.63571113,3.0203164e-09,-0.005834684,0.31615603,0.24584644,-0.02716124,0.38559458,-0.6681267,1.0074884e-08,1.0497369,1.0493631,0.97470826,0.9904209,1.0234096,1.0090665,0.9721908,0.9500036,0.97317004,1.0184897,1.023074,1.0134361,1.02,1.05,1.0387567,1.0452778,1.0476955,1.0499998,1.0408676,1.0449115,1.05,1.0499998,1.05,1.0092729,-10.97418,-11.145168,-6.628124,-12.278585,-12.608444,-14.115118,-20.319067,-19.32947,-9.253545,-11.266753,-2.6199787,-2.3238745,6.6241324e-09,2.1969624,11.314836,10.304578,14.738606,16.1675,9.007724,9.38374,16.962332,22.626581,10.253582,4.9041677
-0.29473782,-0.44808275,1.4490881,0.6257688,0.6289782,1.2667685,0.25252864,1.6196189,1.6356192,1.6128278,7.1508883e-09,7.855564e-09,0.5181805,1.854466,1.3639362,-0.58977664,1.1003017e-09,-1.1965177,1.5446714,1.1085709,-4.0,-2.9999998,-6.562898,3.0567646e-09,-0.28508297,-0.23070295,0.29639027,0.12670209,0.1369917,1.2777357,-0.3850293,0.34276348,0.29485053,0.3529579,8.723051e-09,0.0,0.3064655,-1.2232397,0.05464001,-0.6101792,3.1992792e-10,-0.024429904,0.3521297,0.24726376,-0.011376411,0.388287,-0.6096482,0.0,1.05,1.049856,0.98027325,0.99519926,1.0218412,1.0118897,0.97140896,0.95,0.9784391,1.0191796,1.0250127,1.0155737,1.02,1.05,1.0389813,1.0454568,1.0479299,1.0499998,1.0401379,1.044557,1.05,1.0499997,1.05,1.0143797,-10.677591,-10.804491,-5.7696733,-11.772484,-12.300477,-14.260807,-20.957907,-19.605381,-8.942477,-11.114836,-2.595882,-2.1285114,6.3709615e-09,2.0524328,11.480015,10.480261,15.231768,16.813051,9.301001,9.867796,17.43615,23.099586,10.803999,5.2760973
-0.3785118,-0.54704976,1.612611,0.6580267,0.6766866,1.2329315,0.34045115,1.4823886,1.718415,1.8212667,1.0340512e-09,1.8956958e-09,0.22779378,1.5990316,1.4889953,-0.6618806,6.892085e-10,-1.1468576,1.5074836,1.0775342,-4.0,-3.0,-6.327796,0.0,-0.3646708,-0.25782472,0.31177732,0.12192748,0.12990724,1.2843887,-0.3953335,0.33142847,0.34839338,0.36969784,5.0704183e-09,0.0,0.1763153,-1.338257,0.030999169,-0.6242161,1.6536713e-09,-0.011455148,0.30887428,0.21171516,-0.041114897,0.38762856,-0.60679007,1.5616715e-09,1.0498052,1.05,0.97533834,0.99328005,1.0213645,1.0079588,0.972061,0.95,0.9738275,1.0163697,1.0228546,1.0125495,1.02,1.05,1.0384241,1.0454708,1.047867,1.05,1.0413941,1.0454361,1.05,1.05,1.05,1.0102235,-10.93109,-11.035628,-6.7048817,-12.2685,-12.826257,-14.677295,-21.602547,-19.936539,-9.486661,-11.69669,-2.7659264,-2.436984,0.0,2.0819373,10.976875,10.126749,14.794576,16.348192,8.93029,9.434102,16.945005,22.631273,10.304125,4.644532
-0.31616718,-0.53992295,1.5490153,0.65124625,0.6962394,1.1199044,0.29211593,1.5372353,1.5819305,1.9055473,7.315993e-09,1.4849603e-09,0.44725993,1.6213031,1.1444851,-0.7165492,0.0,-0.71825075,1.4724317,1.2799908,-4.0,-2.9999998,-6.5849323,4.7166346e-09,-0.34536776,-0.23892678,0.30159068,0.1256249,0.11411501,1.2619339,-0.35001406,0.3197073,0.34600356,0.3583541,1.7602741e-09,2.6708544e-09,0.26000994,-1.2921667,0.040367536,-0.61930364,1.3649553e-08,0.0039061494,0.30195287,0.23911554,-0.068997726,0.38532883,-0.622301,5.772501e-09,1.0496984,1.0497615,0.9767242,0.9933171,1.0247664,1.0152553,0.96837425,0.95,0.9747634,1.019843,1.0237446,1.0144981,1.02,1.05,1.0379671,1.0451362,1.04764,1.05,1.0411158,1.0450875,1.05,1.05,1.05,1.0106204,-10.596857,-10.713823,-6.1395054,-11.823455,-12.593202,-14.107301,-21.07252,-19.572918,-8.988006,-11.441588,-2.5777736,-2.2289143,4.7031046e-09,2.2535434,11.306441,10.332837,14.777776,16.184437,9.156239,9.633868,16.964195,22.641546,10.608538,5.066556
-0.2442128,-0.37842572,1.6236281,0.63381124,0.56800663,1.0965939,0.2812537,1.6368124,1.4319707,1.6497517,1.1141092e-08,0.0,0.23382916,1.741765,1.528059,-0.65032166,0.0,-1.3256896,1.5100944,1.2325064,-3.9999993,-2.9999979,-6.1469026,9.671926e-09,-0.27243987,-0.112617165,0.31909576,0.12279388,0.11751006,1.2372367,-0.39602286,0.28952557,0.30740646,0.37571564,1.2152702e-08,5.1807163e-09,-0.0134378,-1.501818,-0.021520598,-0.6061941,3.2535195e-09,-0.025776757,0.35565677,0.24640667,-0.15314424,0.37748605,-0.7837124,0.0,1.0172892,1.0170505,0.9608987,0.9736656,1.0008901,0.9945233,0.97087586,0.9500503,0.9674348,1.0064151,1.0190026,1.0083196,1.02,1.0499989,1.0361601,1.0432763,1.0468694,1.0499996,1.0388035,1.0441873,1.0499997,1.0499992,1.0499996,1.0008421,-11.02809,-11.212593,-6.5675187,-11.963207,-12.362999,-13.885049,-21.192139,-19.769236,-8.963286,-11.156639,-2.6749067,-2.3224344,0.0,1.8975649,10.89406,9.975224,14.834756,16.448778,8.603359,8.96739,16.97336,22.62046,9.85147,4.6121397
-0.32076436,-0.47242665,1.6488259,0.72083795,0.6959976,1.2791554,0.37588814,1.4015391,1.4786683,1.7184054,3.3245982e-09,3.3411085e-09,0.26634026,1.8574966,1.2845615,-0.5984887,0.0,-0.9275595,1.4771345,1.1128693,-4.0,-2.9999998,-6.597572,0.0,-0.38198623,-0.29530942,0.32353392,0.123676285,0.13481385,1.2622654,-0.36015603,0.28488526,0.34705016,0.39892364,2.3617148e-09,0.0,0.16750805,-1.363615,-0.047957554,-0.61472493,2.1739304e-09,0.004771203,0.3054438,0.22185631,-0.055922106,0.38297018,-0.6601798,0.0,1.0499175,1.05,0.97270346,0.99252087,1.0207349,1.0109755,0.9659979,0.95,0.9728749,1.0157672,1.0218917,1.012433,1.02,1.05,1.0382814,1.0448538,1.0474316,1.0499998,1.0409913,1.0452667,1.05,1.0499997,1.05,1.0074272,-11.357389,-11.496413,-6.900208,-12.591759,-13.138203,-14.973317,-21.469273,-19.68781,-9.289617,-11.72473,-2.901294,-2.3460283,1.9028186e-09,1.6076463,10.81209,9.893142,14.447071,15.935739,8.903941,9.579026,16.629065,22.289719,10.563271,4.494581
0.001019001,-0.14576459,1.5115833,0.6830345,0.6772004,1.1628656,0.32217056,1.393431,1.5754125,1.7329111,2.117753e-10,0.0,0.09686296,1.8080562,1.4134724,-0.6846539,0.0,-1.2804068,1.4866489,1.1779964,-4.0,-2.9999998,-6.564939,5.1314535e-09,-0.2425365,-0.083305985,0.32297307,0.12413781,0.11391023,1.235468,-0.39928123,0.28311196,0.3105696,0.38452584,1.218611e-08,9.03976e-09,-0.075082555,-1.50896,0.0076411255,-0.639616,2.9933453e-09,-0.015164744,0.31507266,0.23005956,-0.15068677,0.38174123,-0.74460626,0.0,1.011358,1.0112612,0.958704,0.9698433,0.99674445,0.9893713,0.97133756,0.9500317,0.9654852,1.0031161,1.0180658,1.0069369,1.02,1.0499994,1.0360786,1.044176,1.0472784,1.0499997,1.0403414,1.0449113,1.0499998,1.0499997,1.0499997,0.9997291,-13.680505,-13.936899,-7.2312646,-13.988369,-14.735103,-15.816728,-21.614685,-20.023857,-9.912851,-12.4411125,-3.0416136,-2.6023443,0.0,1.7327025,11.1288395,10.213649,14.986605,16.624922,9.058786,9.6100235,17.193491,22.847872,10.555788,4.5920944
